Year,Genre,Sentence
2010,Memoirs & Autobiographies,"Dear Westerner, Allow me to warn you right from the start: I am not known for making lives any easier. So if you are looking here for truths you think you already know, and for proofs you believe you already have; if you are longing to be comforted in your Orientalist views, or reassured in your anti-Arab prejudices; if you are expecting to hear the lullaby of the clash of civilizations, you better not go any further."
2017,Memoirs & Autobiographies,"School was hard for me, for lots of reasons. One was I couldnt read until, like, ninth grade. Also I was a foster kid for most of high school, and when my mom went nuts, I had to live with my grandma. That all sucked."
2015,Memoirs & Autobiographies,I can remember the day the old me died. It started with a thought. Something was going wrong. That was the start. Before I realized what it was.
1995,Memoirs & Autobiographies,"This is a book about my time in the drinking life. It tells the story of the way one human being became aware of alcohol, embraced it, struggled with it, was hurt by it, and finally left it behind. The tale has no hero."
1961,Memoirs & Autobiographies,I have always preferred limelight to sunlight.
1975,Memoirs & Autobiographies,I felt my first romantic urge when I was about six.
1989,Memoirs & Autobiographies,No comet blazed when I was born. But there was a storm all over England.
1954,Memoirs & Autobiographies,"For a number of years I have thought of writing a book about myself. I deferred the project, believing that I might become brighter and better informed about my subject as I grew older. Waiting, I stayed silent."
2011,Memoirs & Autobiographies,"In August 1973, three weeks past my seventeenth birthday, I packed my clothes in three hand-me-down Samsonite suitcases and left the only place I had ever called home. Even at that age, I wanted a better place, just as my grandparents had more than a hundred years earlier. College was my first stop on the road to that better placewherever it was."
2012,Memoirs & Autobiographies,I have more than once in my time woken up feeling like death. But nothing prepared me for the early morning in June when I came to consciousness feeling as if I were actually shackled to my own corpse.
2015,Memoirs & Autobiographies,"Missouri is a state of stolen names, bestowed to bring the world a little closer: Versailles, Rome, Cairo, New London, Athens, Carthage, Alexandria, Lebanon, Cuba, Japan, Santa Fe, Cleveland, Canton, California, Caledonia, New Caledonia, Mexico, Louisiana. Paris, our home."
2011,Memoirs & Autobiographies,"Im trying to remember being held by my mother. Those memories are all so dreamy now, as if none of them ever really happened. I could have dreamed my memories and they would be as real to me."
1956,Memoirs & Autobiographies,"Mom and Pop were just a couple of kids when they got married. He was eighteen, she was sixteen, and I was three."
1952,Memoirs & Autobiographies,Once upon a time there was a six-toed cousin. Mine.
1992,Memoirs & Autobiographies,"I fell in love with football as I was later to fall in love with women: suddenly, inexplicably, uncritically, giving no thought to the pain or disruption it would bring with it."
2008,Memoirs & Autobiographies,I was born into the crack that split America.
1980,Memoirs & Autobiographies,"I was born in 1939. The other big event of the year was the outbreak of the Second World War, but for the moment that did not affect me."
1999,Memoirs & Autobiographies,"A diary, if intended for publication (and how many written by a novelist are not?), is the most egotistical form of writing. The assumption is inevitably that what the writer, thinks, does, sees, eats and drinks on a daily basis is as interesting to others as it is to himself or herself."
2015,Memoirs & Autobiographies,"I was taught to avoid showing off. I was taught to distinguish myself through presentation, not declaration, to excel through deeds and manners, not showing off. But isnt all memoir a form of showing off?"
2020,Memoirs & Autobiographies,I was seven years old when I learned that I wasnt my fathers only daughter.
2019,Memoirs & Autobiographies,It was my mum who introduced me to Elvis Presley.
2022,Memoirs & Autobiographies,"The soundtrack of my early childhood was the clatter of my mothers sewing machine, followed by the muffled sobs of her crying herself to sleep every night downstairs."
2024,Memoirs & Autobiographies,My heroes were hidden from me.
2020,Memoirs & Autobiographies,Ive wanted to write a book my entire life. Partially because (as you will soon learn) I have difficulty taking whats inside my head and saying it out loud.
1961,Memoirs & Autobiographies,My life is a story of the self-realization of the unconscious.
1995,Memoirs & Autobiographies,"Not long before my mother died, the tile guy redoing her kitchen pried from the wall a tile with an unlikely round hole in it. He sat back on his knees and held the tile up so the sun through aged yellow curtains seemed to pierce the hole like a laser. He winked at my sister Lecia and me before turning to my gray-haired mother, now bent over her copy of Marcus Aurelius and a bowl of sinus-opening chili, and he quipped, Now Miss Karr, this looks like a bullet hole. Lecia didnt miss a beat, saying, Mother, isnt that where you shot at daddy? And Mother squinted up, slid her glasses down her patrician-looking nose and said, very blase?, No, thats where I shot at Larry. She wheeled to point at another wall, adding, Over theres where I shot at your daddy."
2000,Memoirs & Autobiographies,"No road offers more mystery than that first one you mount from the town you were born to, the first time you mount it of your own volition, on a trip funded by your own coffee tin of wrinkled up dollarsbills youve saved and scrounged for, worked the all-night switchboard for, missed the Rolling Stones for, sold fragrant pot with smashed flowers going brown inside twist-tie plastic baggies for. In fact, to disembark from your origins, youve done everything you can think to scrounge money save selling your spanking young pussy."
2009,Memoirs & Autobiographies,"Any way I tell this story is a lie, so I ask you to disconnect the device in your head that repeats at intervals how ancient and addled I am."
1993,Memoirs & Autobiographies,"People ask, How did you get in there? What they really want to know is if they are likely to end up there as well. I cant answer the real question. All I can tell them is, Its easy."
1902,Memoirs & Autobiographies,"It is with a kind of fear that I begin to write the history of my life. I have, as it were, a superstitious hesitation in lifting the veil that clings about my childhood like a golden mist."
2010,Memoirs & Autobiographies,"International baggage claim in the Brussels airport was large and airy, with multiple carousels circling endlessly. I scurried from one to another, desperately trying to find my black suitcase. Because it was stuffed with drug money, I was more concerned than one might normally be about lost luggage."
2000,Memoirs & Autobiographies,"My earliest memory is of imagining I was someone elseimagining that I was, in fact, the Ringling Brothers Circus Strongboy. This was at my Aunt Ethelyn and Uncle Orens house in Durham, Maine. My aunt remembers this quite clearly, and say I was two and a half or maybe three years old."
1963,Memoirs & Autobiographies,"A French philosopher said, No man is strong unless he bears within his character antitheses strongly marked. The strong man holds in a living blend strongly marked opposites."
2014,Memoirs & Autobiographies,"Men have fascinated me, maybe too much. Theyve troubled me. Theyre large and take up a lot of spacespace in the imagination, I mean. They force you to think about them."
1996,Memoirs & Autobiographies,"It happened this way: I fell in love and then, because the love was ruining everything I cared about, I had to fall out. This didnt happen easily, or simply, but if I had to pinpoint it, Id say the relationship started to fall apart the night I nearly killed my oldest friends two daughters."
1990,Memoirs & Autobiographies,"Our first months in Alaska, that one long summertime before I was hurt, were hardin the way, I think, that all immigrants lives must be hardbut they were also very grand, full of wood fires and campgrounds, full of people and the stories they told at night when we ate all together, full of clean dust that we washed from our bodies with water carried home from cold springs."
2021,Memoirs & Autobiographies,"As the cruise ship almost tips over, the horizon that once bisected my lovely balcony door rises like a theater curtain and disappears. Now the sea is the stage. I tumble off my bed onto the floor and roll like a stuntman."
2012,Memoirs & Autobiographies,I was always strange.
1999,Memoirs & Autobiographies,My coming to faith did not start with a leap but rather a series of staggers from what seemed like one safe place to another.
2007,Memoirs & Autobiographies,"Memoir is the speaking I of a trusting author, walking hand in hand with the reader down a path both know well."
2012,Memoirs & Autobiographies,"This book is totally true, except for the parts that arent. Its basically like Little House on the Prairie but with more cursing."
2021,Memoirs & Autobiographies,"I arrived October 6, 1964, knowing only one word of Japanese: Sayonara ."
2012,Memoirs & Autobiographies,"At seventy-four years of youth, I consider myself to be one of the luckiest men on the face of the earth. Looking back on my life, I can honestly say that I have pretty much closed the distance between who I am and what I do."
2023,Memoirs & Autobiographies,Im going blind as I write this.
2021,Memoirs & Autobiographies,"May 25, 2020 Dear Trushaad, Today I heard a dying man call out to his mama, and I wept for the world that will soon belong to you. I know what comes next as surely as I know the Mississippi rolls down to the sea. The weeping passes, and rage takes hold. The rage burns out, and blame begins. The blame bounces back and forth, and promises are made. The promises wither, and complacency returns. And the complacency stays. It stagnates like a lullaby on autoplay, until another man dies facedown on another street in another city, and the weeping begins again."
1973,Memoirs & Autobiographies,"It was on my fifth birthday that Papa put his hand on my shoulder and said, Remember, my son, if you ever need a helping hand, youll find one at the end of your arm."
1947,Memoirs & Autobiographies,It was my good fortune to be deported to Auschwitz...
2017,Memoirs & Autobiographies,"Before they allowed your father to be a priest, my mother tells me, they made me take the Psychopath Test. You know, a priest cant have a psychopath wife, it would bring disgrace."
2003,Memoirs & Autobiographies,My mother was seeing another man. His name was Willy.
2003,Memoirs & Autobiographies,I grew up in the era of the great Jewish Lovers.
2003,Memoirs & Autobiographies,In the first grade I was in a bit of a fog.
2013,Memoirs & Autobiographies,"I should explain straight-out that I consider myself to be as much a teacher as writer. Its not simply that a good deal of my annual income derives from teaching; its also that I find it a fascinating challenge, one that nourishes my psycheand my own writing."
1994,Memoirs & Autobiographies,"Apart from life, a strong constitution, and an abiding connection to the Thembu royal house, the only thing my father bestowed upon me at birth was a name, Rolihlahla. In Xhosa, Rolihlahla literally means pulling the branch of a tree, but its colloquial meaning more accurately would be trouble maker."
1987,Memoirs & Autobiographies,"If Holy Week and Passover hadnt fallen at the same time the year I was born, none of this would have happened."
1959,Memoirs & Autobiographies,"The trouble with writing a book about yourself is that you cant fool around. If you write about someone else, you can stretch the truth from here to Finland. If you write about yourself, the slightest deviation makes you realize instantly that there may be honor among thieves, but you are just a dirty liar."
1938,Memoirs & Autobiographies,This is not an autobiography nor is it a book of recollections. In one way and another I have used in my writings whatever has happened to me in the course of my life.
1941,Memoirs & Autobiographies,"I have a notion that it is well to tell the reader at the beginning of a narrative what he is in for, and so I shall start by telling you that this is not an account of great events, but of the small things that happened to me during the first fifteen months of the war."
2009,Memoirs & Autobiographies,"In the end, I know I rowed across the Atlantic to find my heart, but in the beginning, I wasnt aware that it was missing."
1996,Memoirs & Autobiographies,"My father and mother should have stayed in New York where they met and married and where I was born. Instead, they returned to Ireland when I was four, my brother, Malachy, three, the twins, Oliver and Eugene, barely one, and my sister, Margaret, dead and gone."
2005,Memoirs & Autobiographies,Here they come. And Im not ready. How could I be? Im a new teacher and learning on the job.
2022,Memoirs & Autobiographies,This was the summer before the world stopped.
2017,Memoirs & Autobiographies,"No one will ever know exactly what happened inside my head on the night of 28 July 1995, but probably it went something like this. First, for reasons that remain mysterious, a surreptitious clot began to form in one of my cerebral arteries, cutting off the blood supply to the one organ in the body that, after the heart, is most greedy for blood."
1980,Memoirs & Autobiographies,"Like many who buy a motorcycle, there had been for me the problem of getting over the rather harrowing insurance statistics as to just what it is that is likely to happen to you."
1980,Memoirs & Autobiographies,"I have been bird hunting since I was ten years old. I was not much good at it when I was ten, and many years of experience have not made me any better. Sometimes, when asked about the results of my shooting, I am ashamed. Sometimes so ashamed that I lie about it vividly and recklessly."
1980,Memoirs & Autobiographies,Lately Ive been having trouble with golf. Which of us has not?
1970,Memoirs & Autobiographies,"You may not know it, but youve probably seen me on television a few times during the last seven years or sothat is if youre one of the 25 million Americans who zeroes in on pro football for several hours every fall weekend. I wasnt a glamour player, and the St. Louis Cardinals, where I played linebacker, wasnt a glamour team; but I was out there, along with a thousand or so other guys, most of them as anonymous as me. But you wont see me out there again."
1954,Memoirs & Autobiographies,Men of all races have always sought for a convincing explanation of their own astonishing excellence and they have frequently found what they were looking for.
1992,Memoirs & Autobiographies,"This will be a strange kind of autobiography because I shall offer the first seven chapters as if I had never written a book, the last seven as if that were all I had done."
1980,Memoirs & Autobiographies,"I will never forget it! Only moments before I found out that a world tour was being planned for me, I was exactly where I most like to beflat on my back on my lovely redwood deck, overlooking the glorious, ever-changing moods of the Santa Ana Freeway."
1991,Memoirs & Autobiographies,I wept on my wedding night.
1961,Memoirs & Autobiographies,I have experienced loneliness many times in my life but until recently I lived my loneliness without being aware of it.
1972,Memoirs & Autobiographies,Every once in a while I awaken to the reality that Im all I got.
2010,Memoirs & Autobiographies,"The first time Daddy found out about me, it was from behind glass during a routine visit to prison, when Ma lifted her shirt, teary-eyed, exposing her pregnant belly for emphasis."
2020,Memoirs & Autobiographies,"I am fifty years old and have just moved to a seaside town in Portugal. Im reading in a quiet bar when a man asks why a beautiful woman like me is alone. What he means is, What is happening between your legs? What he means is, You are breaking the rules of the story, but I can set you straight. What he means is, I can fill that terrible gap between your legs."
1951,Memoirs & Autobiographies,"The cradle rocks above an abyss, and common sense tells us that our existence is but a brief crack of light between two eternities of darkness."
2019,Memoirs & Autobiographies,"Something isnt right. My chest is tight, and Im just distracted, man, distracted. Im drinking my daily eight-ounce Cheribundi at the kitchen table as an afternoon storm starts rolling in. Nothing out of the ordinary for August in south Florida, but Im sure outta my element."
2024,Memoirs & Autobiographies,Dying really didnt hurt.
1936,Memoirs & Autobiographies,This book was written entirely in prison.
1984,Memoirs & Autobiographies,"Some kids dream of joining the circus, others of becoming a major league baseball player. I have been doubly blessed. As a member of the New York Yankees, I have gotten to do both."
1971,Memoirs & Autobiographies,"Nessie, when I first saw her, was seventeen years old, honey-blond, pretty rather than beautiful, the owner of a voluptuous but somehow innocent body and a pair of legs that went on for ever. She was a Picadilly whore. I was a fourteen-year-old heterosexual schoolboy and I met her thanks to my stepfather. (If you would like to skip on and meet Nessie more fully, she reappears on page 41.)"
1975,Memoirs & Autobiographies,"When Gertrude Stein returned to New York after a short sojourn to Hollywood somebody asked her...What is it likeout there? To which, with little delay and the minimum of careful thought the sage replied...There is no therethere."
1978,Memoirs & Autobiographies,I was born in a house my father built.
2016,Memoirs & Autobiographies,"The genius of apartheid was convincing people who were the overwhelming majority to turn on each other. Apart hate, is what it was. You separate people into groups and make them hate one another so you can run them all."
2017,Memoirs & Autobiographies,"On the path ahead, stepping out from behind a boulder, a man appears. We are, he and I, on the far side of a dark tarn that lies hidden in the bowl-curved summit of this mountain. The sky is a milky blue above us; no vegetation grows this far up so it is just me and him, the stones and the still black water. He straddles the narrow track with both booted feet and he smiles. I realize several things. That I passed him earlier, farther down the glen. We greeted each other, in the amiable yet brief manner of those on a country walk. That, on this remote stretch of path, there is no one near enough to hear me call. That he has been waiting for me: he has planned this whole thing, carefully, meticulously, and I have walked into his trap. I see all this, in an instant"
2024,Memoirs & Autobiographies,"A few years back, despite a lifelong renunciation of the urge, I surrendered to obsession with a woman. So I was beside myself."
2022,Memoirs & Autobiographies,"The stories we tell about illness usually have startling beginningsthe fall at the supermarket, the lump discovered in the abdomen during a routine exam, the doctors call. Not mine. I got sick the way Hemingway says you go broke: gradually and then suddenly."
2020,Memoirs & Autobiographies,"Of all the rooms and halls and landmarks that make up the White House and its grounds, it was the West Colonnade that I loved best."
2018,Memoirs & Autobiographies,I spent much of my childhood listening to the sound of striving.
2019,Memoirs & Autobiographies,My passion for medicine dawns in the realm of childhood idealism and spiritual innocence. I am ten years old and picture myself as a medical missionary like Albert Schweitzer or Tom Dooley.
2004,Memoirs & Autobiographies,"It was the best of times, it was the worst of times. Charles Dickens didnt write those words about the year that I was nine in Baltimore, but they happen to fit. That year, 1942, was the best of times for a Baltimore boy who always seemed to be feeling good and the worst of times for a nation reeling from the first blows of World War II."
1994,Memoirs & Autobiographies,"Once upon a time and far, far away, back in the hollers at the foothills of the Great Smoky Mountains of East Tennessee there lived a little girl with yellow hair, blue-green eyes, fair skin, and freckles. She loved to read almost as much as she loved to dream."
2020,Memoirs & Autobiographies,"Ever since I was a small child, Ive always had the gift to rhyme. So I was making up songs before I could even write. I would rhyme everything, whether it was whatever was on the table, what was on the floor, what the kids were doing."
2022,Memoirs & Autobiographies,"Hi, my name is Matthew, although you may know me by another name. My friends call me Matty. And I should be dead."
2000,Memoirs & Autobiographies,"Many years ago I wrote a book about my life, which was, necessarily, in large part a book about my life in Hollywood. More recently I decided that I wanted to write a book about life . Just life itself. What Ive learned by living more than seventy years of it."
2021,Memoirs & Autobiographies,"This is not a coming-out-story. Its not a down-low story either. I never could have passed for straight, even if Id wanted to, and so I never had the dubious luxury of living a lie."
2012,Memoirs & Autobiographies,"Its odd when I think of the arc of my life, from child to young woman to aging adult. First I was who I was. Then I didnt know who I was. Then I invented someone, and became her. Then I began to like what Id invented. And finally I was what I was again."
2022,Memoirs & Autobiographies,"It was the best of times, it was the worst of times.... Fine, I didnt write that. But its how I really wanted the opening chapter of this book to begin. No phrase could more perfectly epitomize the last six years of my life, full of unimaginable highs and lows, for me personally and on the world stage."
1990,Memoirs & Autobiographies,"If Id gotten the job I wanted at Montgomery Ward, I suppose I never would have left Illinois."
1998,Memoirs & Autobiographies,"A few months after the accident I had an idea for a short film about a quadriplegic who lives in a dream. During the day, lying in his hospital bed, he cant move, of course. But at night he dreams that hes whole again, and is able to do anything and go everywhere."
2013,Memoirs & Autobiographies,"I Remember Me offers fifty-five chapters of varying lengths, containing remembrances of things past. It is my theory that these memories are stored in a part of ones brain that does not allow your mind to access them until you are at least ninety years old. Three months ago, I became eligible, and the following is what my mind had stored in my brain."
1991,Memoirs & Autobiographies,"I started to write this book as a political memoir of my fifty years as a reporter, columnist, Washington correspondent, and executive editor of The New York Times , but it got away from me and turned into a personal memoir of love and hope."
1990,Memoirs & Autobiographies,"When I was thirteen months old, my mother killed herself."
1991,Memoirs & Autobiographies,My mother told me I was dancing before I was born. She could feel my toes tapping wildly inside her for months.
2020,Memoirs & Autobiographies,I used to think I was born ugly. I wasnt sure why in the beginning. I couldnt pin down the source of my ill-fittedness and out-of-placeness until I finally stared myself down in a mirror one afternoon after being ridiculed by a little girl whose name I dont remember.
2015,Memoirs & Autobiographies,"July 1946 On her way to the hospital the day I was born, my mother wanted to stop and eat a hamburger. She was hungry, and maybe wanted to fortify herself against the brutally hard work of pushing out a baby, a task that lay immediately and ominously before her."
1937,Memoirs & Autobiographies,"My mother was one of the most beautiful women I have ever seen. The Halls were noted for their beauty and charm in the days when New York City was small enough to have a society spelled with a capital S! She had been largely brought up by her father, who died when she was seventeen. It must have been a curious household, for my Grandfather Hall never engaged in business. He lived on what his father and mother gave him."
2003,Memoirs & Autobiographies,"It was Saturday, June 13, 1998, a glorious day for many reasons. My husband Mark and I were celebrating our third wedding anniversary, and the weather was beautifulwarm and windless. We decided to go for a bicycle ride on a trail in Granville, Ohio, and arrived about 5:00 p.m. We were happily riding for about ten minutes when Mark heard a loud noise that sounded like a gunshot. He slowed down to investigate, then called ahead to me, Look over there, somethings falling! I glanced to my right and saw a few leaves floating to the ground. Then Mark yelled, Stop!"
1762,Memoirs & Autobiographies,"Man was born free, and everywhere he is in chains."
2024,Memoirs & Autobiographies,"In the beginning, there was a bar. And there was a piano. And the Bartender said Let us bring the piano into the bar. And so it was done. And it was good."
1959,Memoirs & Autobiographies,My philosophical development may be divided into various stages according to the problems with which I have been concerned and the men whose work has influenced me. There is only one constant preoccupation: I have throughout been anxious to discover how much we can be said to know and with what degree of certainty or doubtfulness.
1961,Memoirs & Autobiographies,"Three passions, simple but overwhelmingly strong, have governed my life: the longing for love, the search for knowledge, and unbearable pity for the suffering of mankind."
1960,Memoirs & Autobiographies,"On July 3, 1906, the world was at peace. Nothing of any consequence seemed to be happening in the capital cities of any of its countries. Nothing disturbed the summer lethargy of its population. Everywhere people dozed contentedly, unaware that an event of major importance was taking place in St. Petersburg, Russia. At number 6 Petroffski Ostroff, to Margaret and Henry Sanders, a son of dazzling beauty and infinite charm was being born. It was I."
2001,Memoirs & Autobiographies,I joined the baboon troop during my twenty-first year. I had never planned to become a savanna baboon when I grew up; instead I had always assumed I would become a mountain gorilla.
1978,Memoirs & Autobiographies,"The thing about the people one meets on arrival, upon being born, is that they are the people they are, and not the people any of us, had he indeed had a choice, might be likely to have chosen. These meetings are chance meetings."
1999,Memoirs & Autobiographies,"In the tunnel where I was raped, a tunnel that was once an underground entry to an amphitheater, a place where actors burst forth from underneath the seats of a crowd, a girl had been murdered and dismembered. I was told this story by the police. In comparison, they said I was lucky."
2020,Memoirs & Autobiographies,"Is this anything? is what every new comedian says to every other comedian about any new bit. Ideas that come from nowhere and mean nothing. But in the world of stand-up comedy, literal bars of gold."
2011,Memoirs & Autobiographies,"In kindergarten, when I presented her with crayon drawings of the Queen Mary and of the Empire State Building lit up like a Christmas tree at night, Mrs. Decker kissed my cheek, my first taste of artistic glory."
2016,Memoirs & Autobiographies,"This book is about two men who were very important to me. The first was there at my conception, the second came along thirteen years later. Each had a profound influence on me. You could say they invented me, such was their influence."
2024,Memoirs & Autobiographies,"On a sweeping turn, one of the wheels slipped off the pavement onto the soft dirt shoulder. The rear-engine car immediately lost traction, went into an uncontrolled skid and over the edge."
1877,Memoirs & Autobiographies,"The first place that I can well remember was a pleasant meadow with a pond of clear water in it. Some shady trees leaned over it, and rushes and water lilies grew at the deep end. Over the hedge on one side we looked into a plowed field, and on the other we looked over a gate at our masters house, which stood by the roadside. At the top of the meadow was a grove of fir trees, and at the bottom a running brook, overhung by a steep bank."
2005,Memoirs & Autobiographies,"At the age of seventeen, working as a delivery boy at Afremovs drugstore in Chicago was the perfect job, because it made it possible for me to steal enough sleeping pills to commit suicide."
1965,Memoirs & Autobiographies,"My life has been a wild ride, up-and-down, up-and-down. I have always been a yo-yo on a roller coaster, and if I never quite fell offif Ive been able to hang on and enjoy the ride this farit is because God gave me one shining thing, a gift of laughter."
1962,Memoirs & Autobiographies,"My first recollection of life is one that my mother insisted I could not possibly have, because I was only eighteen months old at the time."
1950,Memoirs & Autobiographies,"A robust old country-neighbor, one of the last of the squires, was heard during a severe thunderstorm thus to address his faithful and aging servant: Alec, you damn fool, dont stand about there, doing nothing! Climb up the lightning-conductor, cant you, and see if its working!"
1998,Memoirs & Autobiographies,"Its Chicago, 1973. Jefferson Airplane is tuning up and Im standing onstage getting ready to sing. Some guy in the audience stands up and shouts, Hey, Gracietake off your chastity belt."
1944,Memoirs & Autobiographies,This is the last chapter.
2010,Memoirs & Autobiographies,"I was asleep when he died. I had called the hospital to say one more good night, but he had gone under, beneath layers of morphine. I held the receiver and listened to his labored breathing through the phone, knowing I would never hear him again."
1975,Memoirs & Autobiographies,Underground is where you expect to find revolutionaries. But not writers.
2013,Memoirs & Autobiographies,"I was barely awake, but my mother was already screaming. I knew Papi would start screaming in a second. That much was routine, but the substance of their argument was new, and it etched that morning into my memory."
2016,Memoirs & Autobiographies,I come from a boardwalk town where almost everything is tinged with a bit of fraud. So am I.
2002,Memoirs & Autobiographies,"I can always tell when youre reading somewhere in the house, my mother used to say. Theres a special silence, a reading silence."
1962,Memoirs & Autobiographies,"When I was very young and the urge to be someplace else was on me, I was assured by mature people that maturity would cure this itch. When years described me as mature, the remedy prescribed was middle age. In middle age I was assured that greater age would calm my fever and now that I am fifty-eight perhaps senility will do the job. Nothing has worked."
2021,Memoirs & Autobiographies,"Insecurity combined with arrogance is good DNA for a comedian. So is anger, aggression, and sadness."
2021,Memoirs & Autobiographies,"I opened my eyes, and there he was standing over me, just inches from my face. A stranger looking at me with so much kindness that I was sure I was going to die. He was stroking my head, my hair; God, he was handsome. I wished he were someone who loved me instead of someone whose next words were Youre bleeding into your brain."
1990,Memoirs & Autobiographies,"In Paris on a chilly evening late in October of 1985, I first became aware that the struggle with the disorder in my minda struggle which had engaged me for several monthsmight have a fatal outcome."
2014,Memoirs & Autobiographies,"Behold Tommy Arney: six-one, two-forty, biceps big as most mens thighs and displayed to maximum effect in the black wifebeater that is his warm-weather fashion essential."
2019,Memoirs & Autobiographies,"The book in your hands is a small window on a large subject. Set at a private liberal arts college in the foothills of the Appalachians, it is the story of a Christian minister who lost her way in the church and found a new home in the classroom."
1983,Memoirs & Autobiographies,"I have always had a bad memory, as far back as I can remember."
1854,Memoirs & Autobiographies,"When I wrote the following pages, or rather the bulk of them, I lived alone, in the woods, a mile from any neighbor, in a house which I had built myself, on the shore of Walden Pond, in Concord, Massachusetts, and earned my living by the labor of my hands only. I lived there two years and two months. At present I am a sojourner in civilized life again."
2020,Memoirs & Autobiographies,"The last image of my mother, but for the photographs taken of her body at the crime scene, is the formal portrait made only a few months before her death."
1998,Memoirs & Autobiographies,Its common these days for memoirs of childhood to concentrate on some dark secret within the authors ostensibly happy family. Its not just common; its pretty much mandatory.
1956,Memoirs & Autobiographies,Within the first few months I discovered that being a President is like riding a tiger. A man has to keep on riding or be swallowed.
2020,Memoirs & Autobiographies,"Id always liked my name. As a kid at sailing camp in the 1970s, everybody called me Trump. It was a source of pride not because the name was associated with power and real estate (back then my family was unknown outside of Brooklyn and Queens) but because something about the sound of it suited me, a tough six-year-old, afraid of nothing."
1896,Memoirs & Autobiographies,This is the year 1492. I am eighty-two years of age. The things I am going to tell you about are things which I saw myself as a child and as a youth.
1989,Memoirs & Autobiographies,"Had not my twenty-five-year-old daughter undertipped the airline porter in Boston, our luggage might have shown upon the carrousel [sic] in Allentown that April afternoon in 1980, and I would not have spent an evening walking the sidewalks of Shillington, Pennsylvania, searching for the meaning for my existence, as once I had scanned those same sidewalks for lost pennies."
2021,Memoirs & Autobiographies,"My first epiphany came at the age of ten, in 1961, in my room at 263 Wilson Avenue, New Monmouth, Middleton, New Jersey, during my fifty-fifth consecutive time listening to Pretty Little Angel Eyes by Curtis Lee. Thats what we did in those days."
2016,Memoirs & Autobiographies,"I dont know if I was born an alcoholic, but I was definitely born anxious. The alcoholism came to me later in life, after years of drinking to ease stress and worry, and to fend off panic."
2017,Memoirs & Autobiographies,"Rochester, New York had one more resident on Wednesday, the 9th of November 1938. Exactly ten days earlier, my parents had the proverbial shit scared out of them after listening to H. G. Wells War of the Worlds broadcast on the radio; a national Halloween deception orchestrated by Orson Wells, and now folk history."
2020,Memoirs & Autobiographies,"Id been in fights all my life. Id been pummeled by the toughest guys youd ever not want to meet. Id been beaten up, knocked unconscious, whacked in the head with a crowbar, and thrashed by a prison guard. But far and away the worst gut punch I ever took was when I discovered that my son was on drugs."
1988,Memoirs & Autobiographies,"One balmy spring morning in Hollywood, a month or so before my forty-eighth birthday, I woke up screaming. I got out of bed, went into the next room, sat down on a couch, and screamed again."
2005,Memoirs & Autobiographies,"I was sitting in a taxi, wondering if I had overdressed for the evening, when I looked out the window and saw Mom rooting through a Dumpster."
1901,Memoirs & Autobiographies,"I was born a slave on a plantation in Franklin County, Virginia. I am not quite sure of the exact place or exact date of my birth, but at any rate I suspect I must have been born somewhere and at some time."
1964,Memoirs & Autobiographies,Only when one has lost all curiosity about the future has one reached the age to write an autobiography.
2002,Memoirs & Autobiographies,"I long for a day of judgment when the plot lines of our lives will be neatly tied, and all puzzles explained, and the meaning of events made clear. We take to fiction, I suppose, because no such thing is going to happen...."
1959,Memoirs & Autobiographies,"A book about ones life necessarily demands a tremendous amount of recollection and research, and I have never kept a diary. I once told an interviewer that if I ever kept a diary it would have to be written in invisible ink."
2014,Memoirs & Autobiographies,I have a good poker face because I am half dead inside.
2020,Memoirs & Autobiographies,"I didnt think I was nervous, but I could hardly breathe."
1985,Memoirs & Autobiographies,"Like most people I lived for a long time with my mother and father. My father liked to watch the wrestling, my mother liked to wrestle: it didnt matter what. She was in the white corner and that was that."
2011,Memoirs & Autobiographies,"When my mother was angry with me, which was often, she said, The Devil led us to the wrong crib."
1938,Memoirs & Autobiographies,My first lesson in how to live as a Negro came when I was quite small.
1945,Memoirs & Autobiographies,"One winter morning in the long-ago, four-year-old days of my life I found myself standing before a fireplace, warming my hands over a mound of glowing coals, listening to the wind whistle past the house outside."
2021,Memoirs & Autobiographies,"There comes a moment when you are finally given some space and quiet, maybe an hour, possibly two, the occasional birdsong by an open window, and you must go to that other room and return to the problem youve been attempting to unravel."
2021,Memoirs & Autobiographies,"Ever since my mom died, I cry in H Mart."
2009,Memoirs & Autobiographies,"Of all the places where Ive done my writing, none was more unusual than the office that had a fire pole."
2014,Biographies,This is the story of two men who died as they livedviolently.
2001,Biographies,Some Buddhists might say that to write a biography of Siddhatta Gotama [sic] is a very un-Buddhist thing to do.
2006,Biographies,"Human beings are meaning-seeking creatures. Unless we find some pattern or significance in our lives, we fall very easily into despair."
2021,Biographies,"Born on the Day of the Dead and dead five months before his twenty-ninth birthday, Stephen Crane lived five months and five days into the twentieth century, undone by tuberculosis before he had a chance to drive an automobile or see an airplane, to watch a film projected on a large screen or listen to a radio, a figure from the horse-and-buggy world who missed out on the future that was awaiting his peers, not just the construction of those miraculous machines and inventions but the horrors of the age as well, including the destruction of tens of millions of lives in two wars."
